Area Code,Item_Encoded,Year,Area harvested (ha),Production (t),Yield (kg/ha)
4,124,2022,4000.0,32000.0,8000.0
4,124,2023,4000.0,28000.0,7000.0
4,132,2019,2214.0,2793.78,1262.0
4,132,2020,2177.0,2796.27,1284.5
4,132,2021,2165.0,2784.09,1285.7
4,132,2022,2153.0,2793.21,1297.2
4,132,2023,2141.0,2801.74,1308.8
4,134,2019,3629.0,38321.0,10559.7
4,134,2020,3128.0,29872.0,9549.9
4,134,2021,6508.0,57304.27,8805.2
4,134,2022,6385.0,55254.9,8653.9
4,134,2023,5449.0,47041.32,8633.6
4,137,2019,57066.0,921122.0,16141.3
4,137,2020,53674.0,855395.0,15936.9
4,137,2021,55706.0,879371.0,15785.9
4,137,2022,56000.0,889000.0,15875.0
4,137,2023,61000.0,889000.0,14573.8
4,146,2019,0.0,1110.98,0.0
4,146,2020,0.0,707.56,0.0
4,146,2021,0.0,3016.32,0.0
4,146,2022,0.0,4596.11,0.0
4,147,2019,127530.0,570900.0,4476.6
4,147,2020,147555.0,655400.0,4441.7
4,147,2021,141222.0,622300.0,4406.5
4,147,2022,128000.0,592000.0,4625.0
4,147,2023,129000.0,597000.0,4627.9
4,150,2019,49371.0,73120.0,1481.0
4,150,2020,56740.0,74062.0,1305.3
4,150,2021,56882.0,77680.0,1365.6
4,150,2022,54896.0,72493.0,1320.6
4,150,2023,51906.0,68449.1,1318.7
4,151,2019,71081.0,33139.0,466.2
4,151,2020,64862.0,41855.0,645.3
4,151,2021,27472.0,19000.0,691.6
4,151,2022,48793.0,41871.0,858.1
4,151,2023,20000.0,14000.0,700.0
4,152,2019,0.0,14368.32,0.0
4,152,2020,0.0,14438.35,0.0
4,152,2021,0.0,13915.09,0.0
4,152,2022,0.0,13355.97,0.0
4,152,2023,0.0,12755.23,0.0
4,157,2022,1828.0,2906.0,1589.7
4,157,2023,3000.0,6000.0,2000.0
4,161,2019,616.0,9284.0,15071.4
4,161,2020,347.0,5032.0,14501.4
4,161,2021,350.0,5196.0,14845.7
4,161,2022,343.0,5776.0,16839.7
4,161,2023,300.0,6000.0,20000.0
4,162,2019,1653.0,36538.0,22104.1
4,162,2020,1541.0,40292.0,26146.7
4,162,2021,1582.0,41434.0,26190.9
4,162,2022,1705.0,58394.0,34248.7
4,162,2023,2000.0,56000.0,28000.0
4,163,2019,981.0,882.0,899.1
4,163,2020,362.0,387.0,1069.1
4,163,2021,599.0,693.52,1157.8
4,163,2022,678.0,759.92,1120.8
4,163,2023,1000.0,1067.94,1067.9
4,164,2019,0.0,3130.58,0.0
4,164,2020,0.0,2511.67,0.0
4,164,2021,0.0,2962.34,0.0
4,164,2022,0.0,2788.86,0.0
4,177,2019,5025.0,14690.0,2923.4
4,177,2020,5206.0,14877.0,2857.7
4,177,2021,8301.0,23360.0,2814.1
4,177,2022,8301.0,19560.0,2356.3
4,177,2023,8000.0,27000.0,3375.0
4,178,2019,48298.0,846990.0,17536.8
4,178,2020,66244.0,990318.0,14949.6
4,178,2021,66108.0,935859.12,14156.5
4,178,2022,60768.0,891291.27,14667.2
4,178,2023,61591.0,943668.36,15321.6
4,179,2019,2334000.0,4890000.0,2095.1
4,179,2020,2668000.0,5185000.0,1943.4
4,179,2021,2046564.0,4017657.0,1963.1
4,179,2022,1859339.0,3802895.0,2045.3
4,179,2023,2003070.0,4300000.0,2146.7
8,4,2019,4407.0,107713.0,24441.3
8,4,2020,4420.0,102167.0,23114.7
8,4,2021,4242.0,111247.2,26225.8
8,4,2022,4294.0,103645.0,24137.2
8,4,2023,4365.0,97273.87,22284.2
8,5,2019,341.0,4875.0,14296.2
8,5,2020,344.0,5143.0,14950.6
8,5,2021,345.0,5056.7,14657.1
8,5,2022,364.0,5500.0,15109.9
8,5,2023,354.0,5578.33,15751.3
8,12,2019,2742.0,7942.0,2896.4
8,12,2020,3771.0,12645.0,3353.2
8,12,2021,5071.0,15310.0,3019.1
8,12,2022,5597.0,19014.0,3397.2
8,12,2023,6260.0,21178.8,3383.2
8,13,2019,13550.0,24782.0,1828.9
8,13,2020,13346.0,25762.0,1930.3
8,13,2021,13363.0,22418.0,1677.6
8,13,2022,12993.0,21770.0,1675.5
8,13,2023,12197.0,23307.2,1910.9
8,14,2019,0.0,62500.0,0.0
8,14,2020,0.0,56000.0,0.0
8,14,2021,0.0,58000.0,0.0
8,14,2022,0.0,75000.0,0.0
8,17,2019,174.0,208.36,1200.8
8,17,2020,174.0,208.81,1200.5
8,17,2021,174.0,207.72,1191.9
8,17,2022,176.0,207.91,1181.9
8,17,2023,175.0,208.1,1191.1
8,18,2019,27.0,132.67,4993.6
8,18,2020,26.0,130.22,4992.1
8,18,2021,26.0,127.63,4991.8
8,18,2022,26.0,130.17,4992.5
8,18,2023,26.0,129.34,4992.1
8,20,2019,2023.0,70411.0,34805.2
8,20,2020,1813.0,64951.0,35825.2
8,20,2021,1992.0,69126.9,34700.5
8,20,2022,1970.0,66696.0,33855.8
8,20,2023,1948.0,68705.2,35277.8
8,22,2019,1502.0,40713.0,27105.9
8,22,2020,1722.0,50164.0,29131.2
8,22,2021,1644.0,50669.1,30826.2
8,22,2022,1775.0,56420.7,31788.1
8,22,2023,1721.0,52062.3,30248.0
8,23,2019,423.0,13571.0,32082.7
8,23,2020,415.0,11794.0,28419.3
8,23,2021,356.0,10080.4,28347.6
8,23,2022,324.0,9538.8,29486.2
8,23,2023,425.0,16122.2,37953.3
8,28,2019,342.0,7908.0,23122.8
8,28,2020,332.0,7206.0,21704.8
8,28,2021,324.0,7317.7,22606.4
8,28,2022,383.0,7676.0,20049.6
8,28,2023,355.0,7373.5,20767.5
8,30,2019,2203.0,19681.0,8933.7
8,30,2020,2237.0,20471.0,9151.1
8,30,2021,2255.0,22049.9,9779.1
8,30,2022,2280.0,24357.0,10682.9
8,30,2023,2315.0,19695.6,8508.4
8,31,2019,2406.0,5846.0,2429.8
8,31,2020,2407.0,5616.0,2333.2
8,31,2021,2409.0,5090.7,2113.6
8,31,2022,2412.0,6022.0,2496.7
8,31,2023,2429.0,6343.6,2612.1
8,35,2019,3055.0,85061.0,27843.2
8,35,2020,3367.0,103056.0,30607.7
8,35,2021,3220.0,99334.9,30850.3
8,35,2022,3148.0,97017.5,30818.8
8,35,2023,3179.0,104982.3,33022.3
8,43,2019,0.0,249.9,0.0
8,43,2020,0.0,207.24,0.0
8,43,2021,0.0,229.15,0.0
8,43,2022,0.0,230.14,0.0
8,44,2019,0.0,548.53,0.0
8,44,2020,0.0,454.88,0.0
8,44,2021,0.0,502.98,0.0
8,44,2022,0.0,505.16,0.0
8,45,2019,0.0,73.05,0.0
8,45,2020,0.0,60.58,0.0
8,45,2021,0.0,66.98,0.0
8,45,2022,0.0,67.27,0.0
8,48,2019,2654.0,126632.0,47713.6
8,48,2020,2499.0,113685.0,45492.2
8,48,2021,2565.0,118171.0,46074.2
8,48,2022,2722.0,129896.1,47727.8
8,48,2023,2725.0,128844.9,47289.1
8,50,2019,485.0,14035.0,28938.1
8,50,2020,487.0,14571.0,29919.9
8,50,2021,489.0,14454.5,29565.4
8,50,2022,490.0,14868.0,30342.9
8,50,2023,490.0,14916.0,30440.8
8,52,2019,1190.0,31122.0,26152.9
8,52,2020,1225.0,34680.0,28310.2
8,52,2021,1276.0,35425.1,27764.8
8,52,2022,1180.0,33889.5,28722.3
8,52,2023,1157.0,33228.5,28731.5
8,53,2019,1489.0,22024.0,14791.1
8,53,2020,1504.0,21889.0,14553.9
8,53,2021,1508.0,24095.46,15981.6
8,53,2022,1516.0,23464.0,15477.6
8,53,2023,1518.0,23350.24,15379.6
8,58,2019,10255.0,189904.0,18518.2
8,58,2020,10455.0,199069.0,19040.6
8,58,2021,10548.0,212011.0,20100.2
8,58,2022,10652.0,217883.0,20454.7
8,58,2023,9822.0,179705.3,18296.6
8,60,2019,989.0,15056.0,15223.5
8,60,2020,1259.0,20722.0,16459.1
8,60,2021,1117.0,18520.5,16588.0
8,60,2022,1174.0,19038.7,16218.3
8,60,2023,1062.0,16608.58,15643.4
8,61,2020,0.0,7.2,0.0
8,61,2021,0.0,2.1,0.0
8,61,2022,0.0,290.25,0.0
8,62,2019,0.0,304.79,0.0
8,62,2020,0.0,64.16,0.0
8,62,2021,0.0,7.88,0.0
8,62,2022,0.0,142.98,0.0
8,66,2019,2422.0,1841.54,760.3
8,66,2020,2386.0,1810.08,758.7
8,66,2021,2387.0,1809.91,758.3
8,66,2022,2398.0,1820.51,759.1
8,66,2023,2390.0,1813.5,758.7
8,76,2019,1531.0,36894.0,24098.0
8,76,2020,1484.0,36422.0,24543.1
8,76,2021,1526.0,36937.6,24202.3
8,76,2022,1550.0,39124.5,25248.1
8,76,2023,1743.0,46357.2,26596.2
8,77,2019,87.0,4075.0,46911.5
8,77,2020,65.0,4589.88,70613.5
8,77,2021,69.0,4910.7,71169.6
8,77,2022,85.0,5782.0,68023.5
8,77,2023,89.0,6038.79,68157.9
8,79,2019,1440.0,21502.0,14931.9
8,79,2020,1625.0,25155.0,15480.0
8,79,2021,1576.0,23619.5,14984.1
8,79,2022,1669.0,36379.0,21791.7
8,79,2023,1698.0,24889.45,14657.4
8,83,2019,55148.0,388951.0,7052.9
8,83,2020,56727.0,399125.0,7035.9
8,83,2021,58288.0,414270.8,7107.3
8,83,2022,56617.0,401419.0,7090.1
8,83,2023,55570.0,409115.9,7362.2
8,89,2019,0.0,1158.61,0.0
8,89,2020,0.0,1025.27,0.0
8,89,2021,0.0,920.0,0.0
8,89,2022,0.0,804.0,0.0
8,90,2019,0.0,100.0,0.0
8,90,2020,0.0,100.0,0.0
8,90,2021,0.0,100.0,0.0
8,90,2022,0.0,100.0,0.0
8,90,2023,0.0,100.0,0.0
8,94,2019,15800.0,33382.0,2112.8
8,94,2020,15545.0,35579.0,2288.8
8,94,2021,15146.0,33082.0,2184.2
8,94,2022,15045.0,34157.0,2270.3
8,94,2023,14927.0,34422.5,2306.1
8,100,2019,696.0,8007.54,11502.7
8,100,2020,701.0,8121.39,11582.2
8,100,2021,723.0,8154.18,11275.4
8,100,2022,722.0,8094.37,11205.8
8,100,2023,722.0,8123.31,11257.2
8,101,2019,0.0,11500.0,0.0
8,101,2020,0.0,13000.0,0.0
8,101,2021,0.0,16500.0,0.0
8,101,2022,0.0,15500.0,0.0
8,102,2019,47136.0,98313.0,2085.7
8,102,2020,48102.0,131971.0,2743.6
8,102,2021,48723.0,110164.5,2261.0
8,102,2022,49476.0,157710.0,3187.6
8,102,2023,50404.0,117618.05,2333.5
8,103,2019,5236.0,109368.0,20887.7
8,103,2020,5179.0,104333.0,20145.4
8,103,2021,5259.0,108276.2,20588.7
8,103,2022,5433.0,108913.2,20046.6
8,103,2023,5357.0,117109.9,21859.9
8,104,2019,1924.0,40261.0,20925.7
8,104,2020,2284.0,49427.0,21640.5
8,104,2021,2191.0,49910.9,22780.0
8,104,2022,2302.0,51546.6,22388.2
8,104,2023,2179.0,48161.1,22101.1
8,105,2019,233.0,11556.0,49596.6
8,105,2020,239.0,12436.0,52033.5
8,105,2021,240.0,12724.7,53019.6
8,105,2022,240.0,14294.0,59558.3
8,105,2023,246.0,14635.5,59615.1
8,106,2019,980.0,12248.0,12498.0
8,106,2020,970.0,11764.0,12127.8
8,106,2021,1016.0,13082.6,12881.6
8,106,2022,1014.0,13203.0,13023.3
8,106,2023,1044.0,14691.14,14076.0
8,108,2019,1.0,16.0,25679.0
8,108,2020,1.0,16.0,27021.8
8,108,2021,1.0,13.5,26047.3
8,108,2022,0.0,11.0,26814.3
8,108,2023,0.0,11.3,27581.2
8,110,2019,121.0,3331.0,27528.9
8,110,2020,125.0,3345.0,26760.0
8,110,2021,122.0,3133.8,25686.9
8,110,2022,123.0,3186.0,25902.4
8,110,2023,150.0,3840.8,25656.6
8,111,2019,946.0,8354.0,8830.9
8,111,2020,1015.0,9372.0,9233.5
8,111,2021,1097.0,9899.0,9027.8
8,111,2022,1194.0,11561.0,9682.6
8,111,2023,1411.0,12636.0,8955.1
8,114,2019,1142.0,699.84,612.9
8,114,2020,1162.0,716.02,616.4
8,114,2021,1166.0,716.44,614.4
8,114,2022,1173.0,722.41,615.9
8,114,2023,1180.0,718.29,608.8
8,115,2019,398.0,353.87,888.3
8,115,2020,405.0,349.33,861.7
8,115,2021,400.0,350.99,876.9
8,115,2022,403.0,351.39,871.9
8,115,2023,406.0,350.57,864.1
8,119,2019,1512.0,24317.0,16082.7
8,119,2020,1650.0,28706.0,17397.6
8,119,2021,1628.0,29395.9,18058.7
8,119,2022,1809.0,38802.5,21453.3
8,119,2023,1573.0,32311.9,20542.4
8,123,2019,1243.0,19884.0,15996.8
8,123,2020,1267.0,20392.0,16094.7
8,123,2021,1281.0,20611.8,16087.9
8,123,2022,1305.0,22472.0,17219.9
8,123,2023,1318.0,22936.9,17397.5
8,124,2019,759.0,14107.0,18586.3
8,124,2020,776.0,14346.0,18487.1
8,124,2021,781.0,14243.7,18247.1
8,124,2022,794.0,14975.0,18860.2
8,124,2023,811.0,14762.58,18204.3
8,126,2019,496.0,5456.0,11000.0
8,126,2020,485.0,5727.0,11808.2
8,126,2021,577.0,7856.1,13613.1
8,126,2022,604.0,8782.0,14551.8
8,126,2023,547.0,7143.15,13049.2
8,134,2019,2626.0,40928.0,15585.7
8,134,2020,2644.0,41708.0,15774.6
8,134,2021,2659.0,41186.1,15492.2
8,134,2022,2663.0,45141.0,16951.2
8,134,2023,2681.0,39837.26,14859.7
8,137,2019,10164.0,260661.0,25645.5
8,137,2020,9701.0,254886.0,26274.2
8,137,2021,10378.0,258862.0,24943.3
8,137,2022,9910.0,262673.0,26505.9
8,137,2023,10068.0,274188.2,27233.1
8,138,2019,675.0,18923.0,28034.1
8,138,2020,754.0,22315.0,29595.5
8,138,2021,894.0,30911.6,34592.2
8,138,2022,856.0,30002.2,35065.7
8,138,2023,798.0,27493.3,34460.1
8,140,2019,87.0,4844.0,55678.2
8,140,2020,89.0,5064.0,56898.9
8,140,2021,89.0,5001.0,55939.6
8,140,2022,91.0,5330.0,58571.4
8,140,2023,91.0,5082.15,55713.1
8,146,2019,0.0,2971.84,0.0
8,146,2020,0.0,2629.82,0.0
8,146,2021,0.0,2359.8,0.0
8,146,2022,0.0,2062.26,0.0
8,148,2019,1183.0,2572.0,2174.1
8,148,2020,1321.0,3244.0,2455.7
8,148,2021,1318.0,3293.0,2498.5
8,148,2022,1313.0,3115.0,2372.4
8,148,2023,1277.0,3012.5,2359.0
8,150,2019,707.0,783.26,1107.8
8,150,2020,729.0,807.75,1108.0
8,150,2021,725.0,803.67,1108.0
8,150,2022,720.0,798.23,1107.9
8,150,2023,725.0,803.22,1108.0
8,152,2019,0.0,3182.0,0.0
8,152,2020,0.0,2831.0,0.0
8,152,2021,0.0,2632.1,0.0
8,152,2022,0.0,2341.0,0.0
8,152,2023,0.0,2683.12,0.0
8,155,2019,3287.0,18230.93,5546.3
8,155,2020,3187.0,17848.67,5600.1
8,155,2021,3223.0,17857.77,5540.5
8,155,2022,3232.0,17979.12,5562.0
8,155,2023,3214.0,17895.18,5567.4
8,156,2019,0.0,85.79,0.0
8,156,2020,0.0,66.97,0.0
8,156,2021,0.0,46.73,0.0
8,156,2022,0.0,87.93,0.0
8,157,2019,219.0,605.0,2762.6
8,157,2020,171.0,441.0,2578.9
8,157,2021,155.0,373.0,2414.2
8,157,2022,239.0,686.0,2870.3
8,157,2023,181.0,519.1,2863.2
8,158,2019,1559.0,23702.0,15203.3
8,158,2020,1683.0,26257.0,15601.3
8,158,2021,1608.0,25531.8,15874.0
8,158,2022,1782.0,29640.0,16633.9
8,158,2023,1704.0,26192.14,15375.2
8,159,2019,121.0,5273.0,43578.5
8,159,2020,121.0,5446.0,45008.3
8,159,2021,120.0,5723.3,47853.7
8,159,2022,131.0,6290.0,48051.9
8,159,2023,119.0,6370.0,53350.1
8,161,2019,805.0,30705.0,38142.9
8,161,2020,837.0,26964.0,32215.1
8,161,2021,757.0,24422.0,32282.9
8,161,2022,659.0,21253.0,32250.4
8,161,2023,642.0,20446.0,31847.4
8,163,2019,439.0,1013.0,2307.5
8,163,2020,542.0,1259.0,2322.9
8,163,2021,389.0,925.5,2379.2
8,163,2022,333.0,789.0,2369.4
8,163,2023,327.0,770.0,2354.7
8,164,2019,0.0,300.0,0.0
8,164,2020,0.0,400.0,0.0
8,164,2021,0.0,400.0,0.0
8,164,2022,0.0,300.0,0.0
8,167,2019,992.0,31235.0,31486.9
8,167,2020,1024.0,32159.0,31405.3
8,167,2021,1028.0,32835.8,31953.9
8,167,2022,1066.0,35161.0,32984.1
8,167,2023,1099.0,36043.02,32807.8
8,170,2019,6663.0,299669.0,44975.1
8,170,2020,6859.0,313109.0,45649.4
8,170,2021,6693.0,314470.1,46988.4
8,170,2022,6660.0,315057.3,47305.2
8,170,2023,6412.0,309343.49,48246.3
8,174,2019,811.0,1403.0,1730.0
8,174,2020,757.0,1438.0,1899.6
8,174,2021,829.0,1620.3,1954.8
8,174,2022,833.0,1792.0,2152.6
8,174,2023,887.0,1714.6,1933.5
8,176,2019,6384.0,1890.65,296.1
8,176,2020,6420.0,1859.38,289.6
8,176,2021,6504.0,1883.55,289.6
8,176,2022,6612.0,1877.86,284.0
8,176,2023,6512.0,1873.59,287.7
8,178,2019,5809.0,259697.0,44706.0
8,178,2020,5453.0,248724.0,45612.3
8,178,2021,5880.0,270944.1,46082.1
8,178,2022,5470.0,256798.2,46946.7
8,178,2023,5848.0,281354.0,48111.6
8,179,2019,57330.0,233218.0,4068.0
8,179,2020,53946.0,233430.0,4327.1
8,179,2021,54514.0,225170.9,4130.5
8,179,2022,54267.0,233145.0,4296.3
8,179,2023,57620.0,233584.68,4053.9
8,180,2019,0.0,2396.37,0.0
8,180,2020,0.0,2750.14,0.0
8,180,2021,0.0,2601.99,0.0
8,180,2022,0.0,2784.48,0.0
12,2,2019,35380.0,72412.0,2046.7
12,2,2020,34542.0,60832.0,1761.1
12,2,2021,32492.0,55448.0,1706.5
12,2,2022,38495.0,66232.31,1720.5
12,2,2023,38544.0,69637.53,1806.7
12,4,2019,32989.0,558830.0,16939.9
12,4,2020,33025.0,566823.5,17163.5
12,4,2021,31171.0,522317.0,16756.3
12,4,2022,32636.0,549391.71,16834.0
12,4,2023,32149.0,575880.85,17912.9
12,5,2019,30861.0,209204.0,6778.9
12,5,2020,29719.0,187273.2,6301.5
12,5,2021,27185.0,189724.0,6979.1
12,5,2022,29765.0,205996.35,6920.7
12,5,2023,28965.0,200566.42,6924.5
12,7,2019,5792.0,119636.0,20655.4
12,7,2020,5830.0,126762.2,21743.1
12,7,2021,5656.0,120932.0,21383.1
12,7,2022,5543.0,124352.88,22434.8
12,7,2023,6019.0,139912.08,23246.3
12,11,2019,10.0,242.52,24727.8
12,11,2020,10.0,234.99,24620.2
12,11,2021,9.0,232.73,24597.3
12,11,2022,10.0,236.75,24649.3
12,11,2023,10.0,234.82,24622.4
12,12,2019,1133005.0,1647746.0,1454.3
12,12,2020,978114.0,1213137.0,1240.3
12,12,2021,525631.0,555364.0,1056.6
12,12,2022,1025000.0,1000000.0,975.6
12,12,2023,1025000.0,1000000.0,975.6
12,13,2019,1912.0,1789.0,935.7
12,13,2020,1981.0,2047.8,1033.7
12,13,2021,3817.0,3613.0,946.6
12,13,2022,2916.0,2744.52,941.2
12,13,2023,2629.0,2500.19,951.0
12,14,2019,0.0,160000.0,0.0
12,14,2020,0.0,135000.0,0.0
12,14,2021,0.0,180000.0,0.0
12,14,2022,0.0,150800.0,0.0
12,17,2019,41451.0,55272.0,1333.4
12,17,2020,39849.0,49856.7,1251.1
12,17,2021,37440.0,39629.0,1058.5
12,17,2022,36466.0,44653.39,1224.5
12,17,2023,37539.0,49842.61,1327.8
12,18,2019,33098.0,298483.0,9018.2
12,18,2020,33125.0,287235.1,8671.2
12,18,2021,32315.0,277353.0,8582.9
12,18,2022,32608.0,285541.97,8756.8
12,18,2023,34909.0,312576.08,8953.9
12,20,2019,4317.0,116426.0,26969.2
12,20,2020,4104.0,124204.1,30266.0
12,20,2021,4904.0,158045.0,32224.7
12,20,2022,4812.0,155681.73,32350.0
12,20,2023,4570.0,148598.9,32513.4
12,23,2019,17469.0,419534.0,24015.9
12,23,2020,17414.0,447595.3,25703.2
12,23,2021,16956.0,414322.0,24435.7
12,23,2022,16345.0,422239.98,25833.2
12,23,2023,16109.0,436621.07,27104.6
12,28,2019,8629.0,205439.0,23808.0
12,28,2020,8891.0,242990.2,27330.3
12,28,2021,9425.0,238712.0,25328.8
12,28,2022,8990.0,241933.28,26910.4
12,28,2023,9594.0,268699.96,28005.9
12,30,2019,3432.0,11237.0,3274.2
12,30,2020,3555.0,11207.0,3152.5
12,30,2021,3788.0,11178.0,2950.9
12,30,2022,3803.0,11160.32,2934.7
12,30,2023,3875.0,11584.51,2989.6
12,32,2019,36206.0,40369.0,1115.0
12,32,2020,36743.0,39888.9,1085.6
12,32,2021,36520.0,38818.0,1062.9
12,32,2022,34584.0,38576.89,1115.5
12,32,2023,34067.0,39969.67,1173.3
12,34,2019,4154.0,15111.19,3637.7
12,34,2020,4140.0,15193.64,3669.9
12,34,2021,4146.0,15279.63,3685.1
12,34,2022,4147.0,15348.29,3701.2
